Model Name,Model Alias,Best Params Names,Best Params Values,Best Score
K-Nearest Neighbors,KNN,algorithm,auto,0.7485635167878159
K-Nearest Neighbors,KNN,leaf_size,10,0.7485635167878159
K-Nearest Neighbors,KNN,metric,minkowski,0.7485635167878159
K-Nearest Neighbors,KNN,metric_params,,0.7485635167878159
K-Nearest Neighbors,KNN,n_jobs,,0.7485635167878159
K-Nearest Neighbors,KNN,n_neighbors,15,0.7485635167878159
K-Nearest Neighbors,KNN,p,2,0.7485635167878159
K-Nearest Neighbors,KNN,weights,distance,0.7485635167878159
